title,link,published,description,source,source sub-category,id
Unadkat: Ranji win 'a fitting tribute to one of Saurashtra's favourite sons' Pujara,https://www.espncricinfo.com/ci/content/story/1359948.html?ex_cid=OTC-RSS,"Sun, 19 Feb 2023 14:26:33","Captain also says ""this decade and era belongs to Saurashtra"" following their second title in three seasons",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359948.html
"Rohit to miss first ODI against Australia, no vice-captain named for Test squad",https://www.espncricinfo.com/ci/content/story/1359930.html?ex_cid=OTC-RSS,"Sun, 19 Feb 2023 13:31:28",Hardik to lead in Rohit's absence; no changes in the red-ball squad for the remaining two Tests,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359930.html
Rohit: 'The confidence Jadeja has in his ability is massive',https://www.espncricinfo.com/ci/content/story/1359924.html?ex_cid=OTC-RSS,"Sun, 19 Feb 2023 12:17:09","The India captain says he told his spinners at the start of day three to ""keep it tight, and let the batters make the mistake""",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359924.html
India almost through to World Test Championship final after beating Australia in Delhi,https://www.espncricinfo.com/ci/content/story/1359905.html?ex_cid=OTC-RSS,"Sun, 19 Feb 2023 09:56:35",India and Australia are the favourites to qualify for the second World Test Championship final at The Oval from June 7 to 11,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359905.html
India retain Border-Gavaskar Trophy after Australia lose nine wickets in a session,https://www.espncricinfo.com/ci/content/story/1359900.html?ex_cid=OTC-RSS,"Sun, 19 Feb 2023 09:43:05",Jadeja took career-best figures of 7 for 42 as India won the second Test inside three days in Delhi,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359900.html
110 balls of mayhem: how Australia were blown away in Delhi,https://www.espncricinfo.com/ci/content/story/1359882.html?ex_cid=OTC-RSS,"Sun, 19 Feb 2023 12:38:53",Australia began the third day on 61 for 1; they were all out for 113 before lunch,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359882.html
'I perform well when I enjoy myself' - Renuka sticks to her strengths to create a stir,https://www.espncricinfo.com/ci/content/story/1359824.html?ex_cid=OTC-RSS,"Sun, 19 Feb 2023 09:52:45","""She bowled really well with the new ball and that's something batters will look at in case we come up against India again,"" says Sophie Ecclestone",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359824.html
Nat Sciver-Brunt leads England past India despite Renuka Singh five-for,https://www.espncricinfo.com/ci/content/story/1359750.html?ex_cid=OTC-RSS,"Sat, 18 Feb 2023 17:18:21",Renuka's career-best haul and good knocks from Smriti Mandhana and Richa Ghosh fail to prevent England from closing in on semi-final spot,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359750.html
"Lyon, Head give Australia edge in one-innings shootout",https://www.espncricinfo.com/ci/content/story/1359735.html?ex_cid=OTC-RSS,"Sat, 18 Feb 2023 14:27:48",India's lower order came to the party again with Axar scoring 74,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359735.html
Khawaja and Handscomb fifties give Australia a chance,https://www.espncricinfo.com/ci/content/story/1359455.html?ex_cid=OTC-RSS,"Fri, 17 Feb 2023 13:57:59","Shami, Ashwin and Jadeja shared the wickets in Delhi where the Test is evenly poised",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359455.html
Prasidh Krishna ruled out of IPL 2023 with stress fracture,https://www.espncricinfo.com/ci/content/story/1359449.html?ex_cid=OTC-RSS,"Fri, 17 Feb 2023 11:17:13",It also puts him in considerable doubt for the 50-over World Cup at home this October-November,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359449.html
IPL 2023 to be played from March 31 to May 28,https://www.espncricinfo.com/ci/content/story/1359430.html?ex_cid=OTC-RSS,"Sat, 18 Feb 2023 02:52:13","Both the tournament-opener and the final will be played in Ahmedabad; there will be double-headers every Saturday and Sunday, totalling 18",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359430.html
Chetan Sharma resigns as India's chairman of selectors after TV sting operation,https://www.espncricinfo.com/ci/content/story/1359379.html?ex_cid=OTC-RSS,"Fri, 17 Feb 2023 06:41:05",Chetan Sharma had been reappointed to the role only in January,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359379.html
Mumbai Police registers case against eight people for alleged attack on car of Shaw's friend,https://www.espncricinfo.com/ci/content/story/1359260.html?ex_cid=OTC-RSS,"Thu, 16 Feb 2023 17:59:15","According to police, Shaw ""refused to take a selfie for the second time with two people""",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359260.html
Uncertain Australia need quick answers to keep series alive,https://www.espncricinfo.com/ci/content/story/1359217.html?ex_cid=OTC-RSS,"Thu, 16 Feb 2023 11:46:54",Spin will likely dominate again and the visitors need to keep Ashwin and Jadeja at bay much longer than they managed in Nagpur,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359217.html
Dravid: Shreyas Iyer will 'walk straight into the side' if fit,https://www.espncricinfo.com/ci/content/story/1359103.html?ex_cid=OTC-RSS,"Thu, 16 Feb 2023 06:36:04","""We certainly value contributions of people who've been there, and if they've missed out due to injury, they deserve the right to come back in""",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359103.html
Ashwin closes in on Cummins at the top of Test bowlers' rankings,https://www.espncricinfo.com/ci/content/story/1359052.html?ex_cid=OTC-RSS,"Wed, 15 Feb 2023 17:04:58","Gudakesh Motie, the star of West Indies' win in the second Test in Zimbabwe, rises 77 places in the bowlers' rankings",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1359052.html
Smriti Mandhana set to return to action against West Indies,https://www.espncricinfo.com/ci/content/story/1358969.html?ex_cid=OTC-RSS,"Tue, 14 Feb 2023 17:33:31","""We're confident that she got through the session today and did everything she needed to do,"" Troy Cooley says",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358969.html
Fit-again Shreyas Iyer to join India's Test squad in Delhi,https://www.espncricinfo.com/ci/content/story/1358904.html?ex_cid=OTC-RSS,"Tue, 14 Feb 2023 14:38:27",Batter has been cleared by the BCCI's medical team after undergoing rehab at the NCA,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358904.html
"Mumbai Indians, Gujarat Giants to kick off WPL 2023 in Navi Mumbai on March 4",https://www.espncricinfo.com/ci/content/story/1358901.html?ex_cid=OTC-RSS,"Tue, 14 Feb 2023 14:54:20","The final will be played on March 26, at the Brabourne Stadium",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358901.html
Harmanpreet Kaur: 'WPL is a gamechanger for all of us',https://www.espncricinfo.com/ci/content/story/1358735.html?ex_cid=OTC-RSS,"Mon, 13 Feb 2023 13:43:52",Reactions from some of the players who were bought at the first Women's Premier League auction,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358735.html
"Mandhana gets the biggest bid at WPL auction, goes to RCB for INR 3.4 crore",https://www.espncricinfo.com/ci/content/story/1358706.html?ex_cid=OTC-RSS,"Tue, 14 Feb 2023 02:48:48",Australia's Ashleigh Gardner and England's Nat Sciver-Brunt were the most expensive overseas players at a price of INR 3.2 crore,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358706.html
Accuracy and pin-point yorkers on world champion Titas Sadhu's mind,https://www.espncricinfo.com/ci/content/story/1358700.html?ex_cid=OTC-RSS,"Mon, 13 Feb 2023 09:05:47",The Under-19 world champion is one of the young Indians who could attract a lot of interest during the WPL auction,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358700.html
2023 WPL auction: The list of sold and unsold players,https://www.espncricinfo.com/ci/content/story/1358695.html?ex_cid=OTC-RSS,"Mon, 13 Feb 2023 18:29:39","Who was sold to whom, and who didn't get a bid?
",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358695.html
Third India vs Australia Test shifted from Dharamsala to Indore,https://www.espncricinfo.com/ci/content/story/1358680.html?ex_cid=OTC-RSS,"Mon, 13 Feb 2023 04:52:06",Poor outfield conditions led to Dharamsala losing the right to host the game,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358680.html
Jemimah Rodrigues: Pressure of boys cricket on Mumbai maidans fuelled World Cup heroics,https://www.espncricinfo.com/ci/content/story/1358667.html?ex_cid=OTC-RSS,"Sun, 12 Feb 2023 20:16:41",Batter went out of comfort zone in bid to overcome 50-over World Cup axing,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358667.html
Jaydev Unadkat available to lead Saurashtra in Ranji Trophy final,https://www.espncricinfo.com/ci/content/story/1358580.html?ex_cid=OTC-RSS,"Sun, 12 Feb 2023 13:51:52",It is understood that the fast bowler initiated the request for release with the Indian team management,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358580.html
Third India-Australia Test to be moved out of Dharamsala,https://www.espncricinfo.com/ci/content/story/1358563.html?ex_cid=OTC-RSS,"Sun, 12 Feb 2023 13:06:31",Indore and Rajkot are reportedly the frontrunners as alternative venue,espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358563.html
Vasavada holds nerve to haul Saurashtra into final,https://www.espncricinfo.com/ci/content/story/1358558.html?ex_cid=OTC-RSS,"Sun, 12 Feb 2023 12:33:00","Gowtham's three wickets had reduced Saurashtra to 42 for 5 in a chase of 115, before Vasavada and Sakariya rescued them",espncricinfo,espncricinfo India,https://www.espncricinfo.com/ci/content/story/1358558.html
